time,pm1,pm2.5,pm10,fpm1,fpm2.5,fpm10
2016-11-21_01:11:13,0,1,1,0,1,1
2016-11-21_01:11:14,0,1,1,0,1,1
2016-11-21_01:11:14,0,1,1,0,1,1
2016-11-21_01:11:15,0,1,1,0,1,1
2016-11-21_01:11:16,0,1,1,0,1,1
2016-11-21_01:11:17,0,1,1,0,1,1
2016-11-21_01:11:18,0,1,1,0,1,1
2016-11-21_01:11:19,0,1,1,0,1,1
2016-11-21_01:11:19,0,1,1,0,1,1
2016-11-21_01:11:20,0,1,1,0,1,1
2016-11-21_01:11:21,0,1,1,0,1,1
2016-11-21_01:11:22,0,1,1,0,1,1
2016-11-21_01:11:23,0,1,1,0,1,1
2016-11-21_01:11:24,0,1,1,0,1,1
2016-11-21_01:11:24,0,1,1,0,1,1
2016-11-21_01:11:25,0,0,0,0,0,0
2016-11-21_01:11:26,0,0,0,0,0,0
2016-11-21_01:11:27,0,0,0,0,0,0
2016-11-21_01:11:28,0,0,0,0,0,0
2016-11-21_01:11:29,0,0,0,0,0,0
2016-11-21_01:11:29,0,0,0,0,0,0
2016-11-21_01:11:30,0,0,0,0,0,0
2016-11-21_01:11:31,0,0,0,0,0,0
2016-11-21_01:11:32,0,0,0,0,0,0
2016-11-21_01:11:33,0,0,0,0,0,0
2016-11-21_01:11:34,0,0,0,0,0,0
2016-11-21_01:11:35,0,0,0,0,0,0
2016-11-21_01:11:36,0,0,0,0,0,0
2016-11-21_01:11:37,0,0,0,0,0,0
2016-11-21_01:11:37,0,0,0,0,0,0
2016-11-21_01:11:38,0,0,0,0,0,0
2016-11-21_01:11:39,0,0,0,0,0,0
2016-11-21_01:11:40,0,0,0,0,0,0
2016-11-21_01:11:41,0,0,0,0,0,0
2016-11-21_01:11:41,0,0,0,0,0,0
2016-11-21_01:11:42,0,0,0,0,0,0
2016-11-21_01:11:43,0,0,0,0,0,0
2016-11-21_01:11:44,0,0,0,0,0,0
2016-11-21_01:11:45,0,0,0,0,0,0
2016-11-21_01:11:46,0,0,0,0,0,0
2016-11-21_01:11:46,0,0,0,0,0,0
2016-11-21_01:11:47,0,0,0,0,0,0
2016-11-21_01:11:48,0,0,0,0,0,0
2016-11-21_01:11:49,0,0,0,0,0,0
2016-11-21_01:11:50,0,0,0,0,0,0
2016-11-21_01:11:51,0,0,0,0,0,0
2016-11-21_01:11:51,0,0,0,0,0,0
2016-11-21_01:11:52,0,0,0,0,0,0
2016-11-21_01:11:53,0,0,0,0,0,0
2016-11-21_01:11:54,0,0,0,0,0,0
2016-11-21_01:11:55,0,0,0,0,0,0
2016-11-21_01:11:56,0,0,0,0,0,0
2016-11-21_01:11:56,0,0,0,0,0,0
2016-11-21_01:11:57,0,0,0,0,0,0
2016-11-21_01:11:58,0,0,0,0,0,0
2016-11-21_01:11:59,0,0,0,0,0,0
2016-11-21_01:12:00,0,0,0,0,0,0
2016-11-21_01:12:01,0,1,1,0,1,1
2016-11-21_01:12:01,0,1,1,0,1,1
2016-11-21_01:12:02,0,1,1,0,1,1
2016-11-21_01:12:03,0,1,1,0,1,1
2016-11-21_01:12:04,0,1,1,0,1,1
2016-11-21_01:12:05,0,1,1,0,1,1
2016-11-21_01:12:06,0,0,0,0,0,0
2016-11-21_01:12:06,0,0,0,0,0,0
2016-11-21_01:12:07,0,0,0,0,0,0
2016-11-21_01:12:08,0,0,0,0,0,0
2016-11-21_01:12:09,0,0,0,0,0,0
2016-11-21_01:12:10,0,0,0,0,0,0
2016-11-21_01:12:11,0,0,0,0,0,0
2016-11-21_01:12:11,0,0,0,0,0,0
2016-11-21_01:12:12,0,0,0,0,0,0
2016-11-21_01:12:13,0,1,1,0,1,1
2016-11-21_01:12:14,0,1,1,0,1,1
2016-11-21_01:12:15,0,1,1,0,1,1
2016-11-21_01:12:16,0,1,1,0,1,1
2016-11-21_01:12:16,0,1,1,0,1,1
2016-11-21_01:12:17,0,1,1,0,1,1
2016-11-21_01:12:18,0,1,1,0,1,1
2016-11-21_01:12:19,0,1,1,0,1,1
2016-11-21_01:12:20,0,1,1,0,1,1
2016-11-21_01:12:20,1,2,2,1,2,2
2016-11-21_01:12:21,1,2,2,1,2,2
2016-11-21_01:12:22,1,2,2,1,2,2
2016-11-21_01:12:23,0,1,1,0,1,1
2016-11-21_01:12:24,0,1,1,0,1,1
2016-11-21_01:12:25,0,1,1,0,1,1
2016-11-21_01:12:25,0,1,1,0,1,1
2016-11-21_01:12:26,0,1,1,0,1,1
2016-11-21_01:12:27,0,1,1,0,1,1
2016-11-21_01:12:28,0,1,2,0,1,2
2016-11-21_01:12:29,0,1,2,0,1,2
2016-11-21_01:12:30,0,1,2,0,1,2
2016-11-21_01:12:30,0,1,2,0,1,2
2016-11-21_01:12:31,0,1,2,0,1,2
2016-11-21_01:12:32,0,1,2,0,1,2
2016-11-21_01:12:33,0,1,2,0,1,2
2016-11-21_01:12:34,0,1,2,0,1,2
2016-11-21_01:12:35,0,1,2,0,1,2
2016-11-21_01:12:35,1,2,2,1,2,2
2016-11-21_01:12:36,1,2,2,1,2,2
2016-11-21_01:12:37,1,2,2,1,2,2
2016-11-21_01:12:38,1,1,2,1,1,2
2016-11-21_01:12:39,1,1,2,1,1,2
2016-11-21_01:12:40,1,1,2,1,1,2
2016-11-21_01:12:40,0,1,2,0,1,2
2016-11-21_01:12:41,0,1,2,0,1,2
2016-11-21_01:12:42,0,1,2,0,1,2
2016-11-21_01:12:43,1,1,2,1,1,2
2016-11-21_01:12:44,1,1,2,1,1,2
2016-11-21_01:12:45,1,1,2,1,1,2
2016-11-21_01:12:45,0,1,1,0,1,1
2016-11-21_01:12:46,0,1,1,0,1,1
2016-11-21_01:12:47,0,1,1,0,1,1
2016-11-21_01:12:48,0,1,1,0,1,1
2016-11-21_01:12:49,0,1,1,0,1,1
2016-11-21_01:12:50,0,1,1,0,1,1
2016-11-21_01:12:50,0,0,1,0,0,1
2016-11-21_01:12:51,0,0,1,0,0,1
2016-11-21_01:12:52,0,0,1,0,0,1
2016-11-21_01:12:53,0,1,1,0,1,1
2016-11-21_01:12:54,0,1,1,0,1,1
2016-11-21_01:12:54,0,1,1,0,1,1
2016-11-21_01:12:55,0,1,2,0,1,2
2016-11-21_01:12:56,0,1,2,0,1,2
2016-11-21_01:12:57,0,1,2,0,1,2
2016-11-21_01:12:58,0,1,1,0,1,1
2016-11-21_01:12:59,0,1,1,0,1,1
2016-11-21_01:12:59,0,1,1,0,1,1
2016-11-21_01:13:00,0,1,1,0,1,1
2016-11-21_01:13:01,0,1,1,0,1,1
2016-11-21_01:13:02,0,1,1,0,1,1
2016-11-21_01:13:03,1,1,2,1,1,2
2016-11-21_01:13:04,1,1,2,1,1,2
2016-11-21_01:13:04,1,1,2,1,1,2
2016-11-21_01:13:05,1,1,2,1,1,2
2016-11-21_01:13:06,1,1,2,1,1,2
2016-11-21_01:13:07,1,1,2,1,1,2
2016-11-21_01:13:08,1,1,2,1,1,2
2016-11-21_01:13:09,1,1,2,1,1,2
2016-11-21_01:13:09,1,1,2,1,1,2
2016-11-21_01:13:10,1,1,2,1,1,2
2016-11-21_01:13:11,1,1,2,1,1,2
2016-11-21_01:13:12,1,1,2,1,1,2
2016-11-21_01:13:13,1,1,2,1,1,2
2016-11-21_01:13:14,1,1,2,1,1,2
2016-11-21_01:13:14,1,1,2,1,1,2
2016-11-21_01:13:15,1,1,2,1,1,2
2016-11-21_01:13:16,1,1,2,1,1,2
2016-11-21_01:13:17,1,1,2,1,1,2
2016-11-21_01:13:18,1,1,3,1,1,3
2016-11-21_01:13:19,1,1,3,1,1,3
2016-11-21_01:13:19,1,1,3,1,1,3
2016-11-21_01:13:20,1,1,2,1,1,2
2016-11-21_01:13:21,1,1,2,1,1,2
2016-11-21_01:13:22,1,1,2,1,1,2
2016-11-21_01:13:23,1,1,2,1,1,2
2016-11-21_01:13:24,1,1,2,1,1,2
2016-11-21_01:13:24,1,1,2,1,1,2
2016-11-21_01:13:25,0,1,2,0,1,2
2016-11-21_01:13:26,0,1,2,0,1,2
2016-11-21_01:13:27,0,1,2,0,1,2
2016-11-21_01:13:28,0,1,2,0,1,2
2016-11-21_01:13:29,0,1,2,0,1,2
2016-11-21_01:13:29,0,1,2,0,1,2
2016-11-21_01:13:30,0,1,2,0,1,2
2016-11-21_01:13:31,0,1,2,0,1,2
2016-11-21_01:13:32,0,1,2,0,1,2
2016-11-21_01:13:33,0,1,2,0,1,2
2016-11-21_01:13:33,0,1,2,0,1,2
2016-11-21_01:13:34,0,1,2,0,1,2
2016-11-21_01:13:35,0,1,2,0,1,2
2016-11-21_01:13:36,0,1,2,0,1,2
2016-11-21_01:13:37,0,1,2,0,1,2
2016-11-21_01:13:38,1,1,2,1,1,2
2016-11-21_01:13:38,1,1,2,1,1,2
2016-11-21_01:13:39,1,1,2,1,1,2
2016-11-21_01:13:40,1,1,2,1,1,2
2016-11-21_01:13:41,1,1,2,1,1,2
2016-11-21_01:13:42,1,1,2,1,1,2
2016-11-21_01:13:43,1,1,1,1,1,1
2016-11-21_01:13:43,1,1,1,1,1,1
2016-11-21_01:13:44,1,1,1,1,1,1
2016-11-21_01:13:45,1,1,1,1,1,1
2016-11-21_01:13:46,1,1,1,1,1,1
2016-11-21_01:13:47,1,1,1,1,1,1
2016-11-21_01:13:48,1,1,2,1,1,2
2016-11-21_01:13:48,1,1,2,1,1,2
2016-11-21_01:13:49,1,1,2,1,1,2
2016-11-21_01:13:50,1,1,2,1,1,2
2016-11-21_01:13:51,1,1,2,1,1,2
2016-11-21_01:13:52,1,1,2,1,1,2
2016-11-21_01:13:53,1,1,2,1,1,2
2016-11-21_01:13:53,1,1,2,1,1,2
2016-11-21_01:13:54,1,1,2,1,1,2
2016-11-21_01:13:55,0,1,2,0,1,2
2016-11-21_01:13:56,0,1,2,0,1,2
2016-11-21_01:13:57,0,1,2,0,1,2
2016-11-21_01:13:58,1,1,2,1,1,2
2016-11-21_01:13:58,1,1,2,1,1,2
2016-11-21_01:13:59,1,1,2,1,1,2
2016-11-21_01:14:00,1,1,2,1,1,2
2016-11-21_01:14:01,1,1,2,1,1,2
2016-11-21_01:14:02,1,1,2,1,1,2
2016-11-21_01:14:03,1,1,2,1,1,2
2016-11-21_01:14:03,1,1,2,1,1,2
2016-11-21_01:14:04,1,1,2,1,1,2
2016-11-21_01:14:05,1,1,3,1,1,3
2016-11-21_01:14:06,1,1,3,1,1,3
2016-11-21_01:14:07,1,1,3,1,1,3
2016-11-21_01:14:07,1,1,3,1,1,3
2016-11-21_01:14:08,1,1,3,1,1,3
2016-11-21_01:14:09,1,1,3,1,1,3
2016-11-21_01:14:10,1,1,2,1,1,2
2016-11-21_01:14:11,1,1,2,1,1,2
2016-11-21_01:14:12,1,1,2,1,1,2
2016-11-21_01:14:12,1,1,1,1,1,1
2016-11-21_01:14:13,1,1,1,1,1,1
2016-11-21_01:14:14,1,1,1,1,1,1
2016-11-21_01:14:15,1,1,1,1,1,1
2016-11-21_01:14:16,1,1,1,1,1,1
2016-11-21_01:14:17,1,1,1,1,1,1
2016-11-21_01:14:17,1,1,1,1,1,1
2016-11-21_01:14:18,1,1,1,1,1,1
2016-11-21_01:14:19,1,1,1,1,1,1
2016-11-21_01:14:20,1,1,2,1,1,2
2016-11-21_01:14:21,1,1,2,1,1,2
2016-11-21_01:14:22,1,1,2,1,1,2
2016-11-21_01:14:22,1,1,2,1,1,2
2016-11-21_01:14:23,1,1,2,1,1,2
2016-11-21_01:14:24,1,1,2,1,1,2
2016-11-21_01:14:25,1,1,1,1,1,1
2016-11-21_01:14:26,1,1,1,1,1,1
2016-11-21_01:14:27,1,1,1,1,1,1
2016-11-21_01:14:27,0,1,2,0,1,2
2016-11-21_01:14:28,0,1,2,0,1,2
2016-11-21_01:14:29,0,1,2,0,1,2
2016-11-21_01:14:30,0,1,1,0,1,1
2016-11-21_01:14:31,0,1,1,0,1,1
2016-11-21_01:14:32,0,1,1,0,1,1
2016-11-21_01:14:32,0,0,1,0,0,1
2016-11-21_01:14:33,0,0,1,0,0,1
2016-11-21_01:14:34,0,0,1,0,0,1
2016-11-21_01:14:35,0,0,1,0,0,1
2016-11-21_01:14:36,0,0,1,0,0,1
2016-11-21_01:14:37,0,0,1,0,0,1
2016-11-21_01:14:37,0,0,1,0,0,1
2016-11-21_01:14:38,0,0,1,0,0,1
2016-11-21_01:14:39,0,0,1,0,0,1
2016-11-21_01:14:40,0,0,1,0,0,1
2016-11-21_01:14:41,0,0,1,0,0,1
2016-11-21_01:14:41,0,0,1,0,0,1
2016-11-21_01:14:42,0,0,1,0,0,1
2016-11-21_01:14:43,0,0,1,0,0,1
2016-11-21_01:14:44,0,0,1,0,0,1
2016-11-21_01:14:45,0,1,1,0,1,1
2016-11-21_01:14:46,0,1,1,0,1,1
2016-11-21_01:14:46,0,1,1,0,1,1
2016-11-21_01:14:47,0,1,1,0,1,1
2016-11-21_01:14:48,0,1,1,0,1,1
2016-11-21_01:14:49,0,1,1,0,1,1
2016-11-21_01:14:50,0,1,1,0,1,1
2016-11-21_01:14:51,0,1,1,0,1,1
2016-11-21_01:14:51,0,1,1,0,1,1
2016-11-21_01:14:52,0,1,1,0,1,1
2016-11-21_01:14:53,0,1,1,0,1,1
2016-11-21_01:14:54,0,1,1,0,1,1
2016-11-21_01:14:55,0,1,1,0,1,1
2016-11-21_01:14:56,0,1,1,0,1,1
2016-11-21_01:14:56,0,1,1,0,1,1
2016-11-21_01:14:57,0,1,1,0,1,1
2016-11-21_01:14:58,0,1,1,0,1,1
2016-11-21_01:14:59,0,1,1,0,1,1
2016-11-21_01:15:00,0,1,1,0,1,1
2016-11-21_01:15:01,0,1,1,0,1,1
2016-11-21_01:15:01,0,1,1,0,1,1
2016-11-21_01:15:02,0,1,1,0,1,1
2016-11-21_01:15:03,0,1,1,0,1,1
2016-11-21_01:15:04,0,1,1,0,1,1
2016-11-21_01:15:05,1,2,2,1,2,2
2016-11-21_01:15:06,1,2,2,1,2,2
2016-11-21_01:15:06,1,2,2,1,2,2
2016-11-21_01:15:07,1,2,2,1,2,2
2016-11-21_01:15:08,1,2,2,1,2,2
2016-11-21_01:15:09,1,2,2,1,2,2
2016-11-21_01:15:10,1,2,2,1,2,2
2016-11-21_01:15:11,1,2,2,1,2,2
2016-11-21_01:15:12,1,2,2,1,2,2
2016-11-21_01:15:13,1,2,2,1,2,2
2016-11-21_01:15:14,1,2,2,1,2,2
2016-11-21_01:15:14,1,2,2,1,2,2
2016-11-21_01:15:15,1,1,1,1,1,1
2016-11-21_01:15:16,1,1,1,1,1,1
2016-11-21_01:15:17,1,1,1,1,1,1
2016-11-21_01:15:18,1,2,2,1,2,2
2016-11-21_01:15:18,1,2,2,1,2,2
2016-11-21_01:15:19,1,2,2,1,2,2
2016-11-21_01:15:20,1,2,2,1,2,2
2016-11-21_01:15:21,1,2,2,1,2,2
2016-11-21_01:15:22,1,2,2,1,2,2
2016-11-21_01:15:23,1,2,2,1,2,2
2016-11-21_01:15:23,1,2,2,1,2,2
2016-11-21_01:15:24,1,2,2,1,2,2
2016-11-21_01:15:25,1,2,2,1,2,2
2016-11-21_01:15:26,1,2,2,1,2,2
2016-11-21_01:15:27,1,2,2,1,2,2
2016-11-21_01:15:28,1,2,3,1,2,3
2016-11-21_01:15:28,1,2,3,1,2,3
2016-11-21_01:15:29,1,2,3,1,2,3
2016-11-21_01:15:30,1,1,2,1,1,2
2016-11-21_01:15:31,1,1,2,1,1,2
2016-11-21_01:15:32,1,1,2,1,1,2
2016-11-21_01:15:33,1,2,3,1,2,3
2016-11-21_01:15:33,1,2,3,1,2,3
2016-11-21_01:15:34,1,2,3,1,2,3
2016-11-21_01:15:35,1,2,3,1,2,3
2016-11-21_01:15:36,1,2,3,1,2,3
2016-11-21_01:15:37,1,2,3,1,2,3
2016-11-21_01:15:38,1,2,3,1,2,3
2016-11-21_01:15:38,1,2,3,1,2,3
2016-11-21_01:15:39,1,2,3,1,2,3
2016-11-21_01:15:40,1,2,3,1,2,3
2016-11-21_01:15:41,1,2,3,1,2,3
2016-11-21_01:15:42,1,2,3,1,2,3
2016-11-21_01:15:43,1,2,2,1,2,2
2016-11-21_01:15:43,1,2,2,1,2,2
2016-11-21_01:15:44,1,2,2,1,2,2
2016-11-21_01:15:45,1,2,2,1,2,2
2016-11-21_01:15:46,1,2,2,1,2,2
2016-11-21_01:15:47,1,2,2,1,2,2
2016-11-21_01:15:48,1,1,2,1,1,2
2016-11-21_01:15:48,1,1,2,1,1,2
2016-11-21_01:15:49,1,1,2,1,1,2
2016-11-21_01:15:50,1,2,2,1,2,2
2016-11-21_01:15:51,1,2,2,1,2,2
2016-11-21_01:15:52,1,2,2,1,2,2
2016-11-21_01:15:53,1,1,1,1,1,1
2016-11-21_01:15:53,1,1,1,1,1,1
2016-11-21_01:15:54,1,1,1,1,1,1
2016-11-21_01:15:55,1,2,2,1,2,2
2016-11-21_01:15:56,1,2,2,1,2,2
2016-11-21_01:15:57,1,2,2,1,2,2
2016-11-21_01:15:57,1,1,2,1,1,2
2016-11-21_01:15:58,1,1,2,1,1,2
2016-11-21_01:15:59,1,1,2,1,1,2
2016-11-21_01:16:00,0,1,2,0,1,2
2016-11-21_01:16:01,0,1,2,0,1,2
2016-11-21_01:16:02,0,1,2,0,1,2
2016-11-21_01:16:02,0,1,2,0,1,2
2016-11-21_01:16:03,0,1,2,0,1,2
2016-11-21_01:16:04,0,1,2,0,1,2
2016-11-21_01:16:05,0,1,2,0,1,2
2016-11-21_01:16:06,0,1,2,0,1,2
2016-11-21_01:16:07,0,1,2,0,1,2
2016-11-21_01:16:07,0,1,2,0,1,2
2016-11-21_01:16:08,0,1,2,0,1,2
2016-11-21_01:16:09,0,1,2,0,1,2
2016-11-21_01:16:10,1,2,3,1,2,3
2016-11-21_01:16:11,1,2,3,1,2,3
2016-11-21_01:16:12,1,2,3,1,2,3
2016-11-21_01:16:12,1,2,3,1,2,3
2016-11-21_01:16:13,1,2,3,1,2,3
2016-11-21_01:16:14,1,2,3,1,2,3
2016-11-21_01:16:15,1,2,3,1,2,3
2016-11-21_01:16:16,1,2,3,1,2,3
2016-11-21_01:16:17,1,2,3,1,2,3
2016-11-21_01:16:17,1,2,3,1,2,3
2016-11-21_01:16:18,1,2,3,1,2,3
2016-11-21_01:16:19,1,2,3,1,2,3
2016-11-21_01:16:20,1,1,2,1,1,2
2016-11-21_01:16:21,1,1,2,1,1,2
2016-11-21_01:16:22,1,1,2,1,1,2
2016-11-21_01:16:22,1,1,2,1,1,2
2016-11-21_01:16:23,1,1,2,1,1,2
2016-11-21_01:16:24,1,1,2,1,1,2
2016-11-21_01:16:25,1,1,2,1,1,2
2016-11-21_01:16:26,1,1,2,1,1,2
2016-11-21_01:16:27,1,1,2,1,1,2
2016-11-21_01:16:27,1,1,2,1,1,2
2016-11-21_01:16:28,1,1,2,1,1,2
2016-11-21_01:16:29,1,1,2,1,1,2
2016-11-21_01:16:30,1,1,3,1,1,3
2016-11-21_01:16:31,1,1,3,1,1,3
2016-11-21_01:16:31,1,1,3,1,1,3
2016-11-21_01:16:32,1,1,2,1,1,2
2016-11-21_01:16:33,1,1,2,1,1,2
2016-11-21_01:16:34,1,1,2,1,1,2
2016-11-21_01:16:35,1,1,2,1,1,2
2016-11-21_01:16:36,1,1,2,1,1,2
2016-11-21_01:16:36,1,1,2,1,1,2
2016-11-21_01:16:37,1,1,2,1,1,2
2016-11-21_01:16:38,1,1,2,1,1,2
2016-11-21_01:16:39,1,1,2,1,1,2
2016-11-21_01:16:40,1,1,2,1,1,2
2016-11-21_01:16:41,1,1,2,1,1,2
2016-11-21_01:16:41,1,1,2,1,1,2
2016-11-21_01:16:42,1,1,2,1,1,2
2016-11-21_01:16:43,1,1,2,1,1,2
2016-11-21_01:16:44,1,1,2,1,1,2
2016-11-21_01:16:45,1,2,2,1,2,2
2016-11-21_01:16:46,1,2,2,1,2,2
2016-11-21_01:16:46,1,2,2,1,2,2
2016-11-21_01:16:47,1,1,2,1,1,2
2016-11-21_01:16:48,1,1,2,1,1,2
2016-11-21_01:16:49,1,1,2,1,1,2
2016-11-21_01:16:50,1,1,2,1,1,2
2016-11-21_01:16:51,1,1,2,1,1,2
2016-11-21_01:16:51,1,1,2,1,1,2
2016-11-21_01:16:52,1,2,2,1,2,2
2016-11-21_01:16:53,1,2,2,1,2,2
2016-11-21_01:16:54,1,2,2,1,2,2
2016-11-21_01:16:55,1,2,2,1,2,2
2016-11-21_01:16:56,1,2,2,1,2,2
2016-11-21_01:16:56,1,2,2,1,2,2
2016-11-21_01:16:57,1,2,3,1,2,3
2016-11-21_01:16:58,1,2,3,1,2,3
2016-11-21_01:16:59,1,2,3,1,2,3
2016-11-21_01:17:00,1,2,2,1,2,2
2016-11-21_01:17:01,1,2,2,1,2,2
2016-11-21_01:17:01,1,2,2,1,2,2
2016-11-21_01:17:02,1,2,3,1,2,3
