time,pm1,pm2.5,pm10,fpm1,fpm2.5,fpm10
2016-11-25_17:21:04,2,3,3,2,3,3
2016-11-25_17:21:05,2,3,3,2,3,3
2016-11-25_17:21:06,2,3,3,2,3,3
2016-11-25_17:21:07,2,2,2,2,2,2
2016-11-25_17:21:08,2,2,2,2,2,2
2016-11-25_17:21:08,2,2,2,2,2,2
2016-11-25_17:21:09,2,2,2,2,2,2
2016-11-25_17:21:10,2,2,2,2,2,2
2016-11-25_17:21:11,2,2,2,2,2,2
2016-11-25_17:21:12,2,2,2,2,2,2
2016-11-25_17:21:13,2,2,2,2,2,2
2016-11-25_17:21:13,2,2,2,2,2,2
2016-11-25_17:21:14,1,2,2,1,2,2
2016-11-25_17:21:15,1,2,2,1,2,2
2016-11-25_17:21:16,1,2,2,1,2,2
2016-11-25_17:21:17,1,2,2,1,2,2
2016-11-25_17:21:18,1,2,2,1,2,2
2016-11-25_17:21:18,1,2,2,1,2,2
2016-11-25_17:21:19,2,2,2,2,2,2
2016-11-25_17:21:20,2,2,2,2,2,2
2016-11-25_17:21:21,2,2,2,2,2,2
2016-11-25_17:21:22,2,2,2,2,2,2
2016-11-25_17:21:22,2,2,2,2,2,2
2016-11-25_17:21:23,2,2,2,2,2,2
2016-11-25_17:21:24,2,2,2,2,2,2
2016-11-25_17:21:25,2,2,2,2,2,2
2016-11-25_17:21:26,2,2,2,2,2,2
2016-11-25_17:21:27,2,2,2,2,2,2
2016-11-25_17:21:27,2,2,2,2,2,2
2016-11-25_17:21:28,2,2,2,2,2,2
2016-11-25_17:21:29,2,3,3,2,3,3
2016-11-25_17:21:30,2,3,3,2,3,3
2016-11-25_17:21:31,2,3,3,2,3,3
2016-11-25_17:21:32,2,3,3,2,3,3
2016-11-25_17:21:32,2,3,3,2,3,3
2016-11-25_17:21:33,2,3,3,2,3,3
2016-11-25_17:21:34,2,3,3,2,3,3
2016-11-25_17:21:35,2,3,3,2,3,3
2016-11-25_17:21:36,2,3,3,2,3,3
2016-11-25_17:21:37,2,4,4,2,4,4
2016-11-25_17:21:37,2,4,4,2,4,4
2016-11-25_17:21:38,2,4,4,2,4,4
2016-11-25_17:21:39,2,4,4,2,4,4
2016-11-25_17:21:40,2,4,4,2,4,4
2016-11-25_17:21:41,2,4,4,2,4,4
2016-11-25_17:21:42,2,4,4,2,4,4
2016-11-25_17:21:42,2,4,4,2,4,4
2016-11-25_17:21:43,2,4,4,2,4,4
2016-11-25_17:21:44,2,3,3,2,3,3
2016-11-25_17:21:45,2,3,3,2,3,3
2016-11-25_17:21:46,2,3,3,2,3,3
2016-11-25_17:21:47,2,4,4,2,4,4
2016-11-25_17:21:47,2,4,4,2,4,4
2016-11-25_17:21:48,2,4,4,2,4,4
2016-11-25_17:21:49,2,3,3,2,3,3
2016-11-25_17:21:50,2,3,3,2,3,3
2016-11-25_17:21:51,2,3,3,2,3,3
2016-11-25_17:21:52,2,3,3,2,3,3
2016-11-25_17:21:52,2,3,3,2,3,3
2016-11-25_17:21:53,2,3,3,2,3,3
2016-11-25_17:21:54,1,2,2,1,2,2
2016-11-25_17:21:55,1,2,2,1,2,2
2016-11-25_17:21:56,1,2,2,1,2,2
2016-11-25_17:21:56,1,3,3,1,3,3
2016-11-25_17:21:57,1,3,3,1,3,3
2016-11-25_17:21:58,1,3,3,1,3,3
2016-11-25_17:21:59,1,2,3,1,2,3
2016-11-25_17:22:00,1,2,3,1,2,3
2016-11-25_17:22:01,1,2,3,1,2,3
2016-11-25_17:22:01,1,2,3,1,2,3
2016-11-25_17:22:02,1,2,3,1,2,3
2016-11-25_17:22:03,1,2,3,1,2,3
2016-11-25_17:22:04,1,2,3,1,2,3
2016-11-25_17:22:05,1,2,3,1,2,3
2016-11-25_17:22:06,1,2,3,1,2,3
2016-11-25_17:22:06,1,2,3,1,2,3
2016-11-25_17:22:07,1,2,3,1,2,3
2016-11-25_17:22:08,1,2,3,1,2,3
2016-11-25_17:22:09,1,1,3,1,1,3
2016-11-25_17:22:10,1,1,3,1,1,3
