time,pm1,pm2.5,pm10,fullserwords
2016-11-10_23:43:11,7,12,12
2016-11-10_23:43:12,7,10,10
2016-11-10_23:43:13,6,10,10
2016-11-10_23:43:14,6,10,10
2016-11-10_23:43:15,6,10,10
2016-11-10_23:43:15,6,8,8
2016-11-10_23:43:16,6,8,8
2016-11-10_23:43:17,6,8,8
2016-11-10_23:43:18,6,8,8
2016-11-10_23:43:19,6,8,8
2016-11-10_23:43:20,6,8,8
2016-11-10_23:43:20,6,8,8
2016-11-10_23:43:22,6,8,8
2016-11-10_23:43:23,7,9,9
2016-11-10_23:43:23,7,9,9
2016-11-10_23:43:24,7,9,9
2016-11-10_23:43:25,6,8,9
2016-11-10_23:43:26,6,8,9
2016-11-10_23:43:27,6,8,9
2016-11-10_23:43:28,7,9,9
2016-11-10_23:43:28,7,9,9
2016-11-10_23:43:29,7,9,9
2016-11-10_23:43:30,7,9,9
2016-11-10_23:43:31,7,9,9
2016-11-10_23:43:32,7,9,9
2016-11-10_23:43:33,7,8,9
2016-11-10_23:43:33,7,8,9
2016-11-10_23:43:34,7,8,9
2016-11-10_23:43:35,7,8,9
2016-11-10_23:43:36,7,8,9
2016-11-10_23:43:37,7,8,9
2016-11-10_23:43:38,7,9,10
2016-11-10_23:43:38,7,9,10
2016-11-10_23:43:39,7,9,10
2016-11-10_23:43:40,7,9,10
2016-11-10_23:43:41,7,9,10
2016-11-10_23:43:42,7,9,10
2016-11-10_23:43:42,7,9,10
2016-11-10_23:43:43,7,9,10
2016-11-10_23:43:44,7,9,10
2016-11-10_23:43:45,6,8,9
2016-11-10_23:43:46,6,8,9
2016-11-10_23:43:47,6,8,9
2016-11-10_23:43:47,6,7,9
2016-11-10_23:43:48,6,7,9
2016-11-10_23:43:49,6,7,9
2016-11-10_23:43:50,6,8,8
2016-11-10_23:43:51,6,8,8
2016-11-10_23:43:52,6,8,8
2016-11-10_23:43:52,6,8,8
2016-11-10_23:43:53,6,8,8
2016-11-10_23:43:54,6,8,8
2016-11-10_23:43:55,6,8,8
2016-11-10_23:43:56,6,8,8
2016-11-10_23:43:57,6,8,8
2016-11-10_23:43:57,6,8,9
2016-11-10_23:43:58,6,8,9
2016-11-10_23:43:59,6,8,9
2016-11-10_23:44:00,6,8,8
2016-11-10_23:44:01,6,8,8
2016-11-10_23:44:02,6,8,8
2016-11-10_23:44:02,6,8,10
