time,pm1,pm2.5,pm10,fullserwords
2016-11-14_21:00:18,89,128,159
2016-11-14_21:00:19,91,131,164
2016-11-14_21:00:19,91,129,159
2016-11-14_21:00:20,91,128,158
2016-11-14_21:00:21,92,130,161
2016-11-14_21:00:22,94,132,164
2016-11-14_21:00:23,94,131,164
2016-11-14_21:00:24,95,133,170
2016-11-14_21:00:24,95,133,168
2016-11-14_21:00:25,94,136,172
2016-11-14_21:00:26,95,138,179
2016-11-14_21:00:27,94,136,174
2016-11-14_21:00:28,94,137,174
2016-11-14_21:00:29,95,141,178
2016-11-14_21:00:29,95,141,178
2016-11-14_21:00:30,95,141,178
2016-11-14_21:00:31,95,140,174
2016-11-14_21:00:32,95,140,174
2016-11-14_21:00:33,96,140,175
2016-11-14_21:00:34,96,142,177
2016-11-14_21:00:34,96,142,177
2016-11-14_21:00:35,96,142,177
2016-11-14_21:00:36,96,143,175
2016-11-14_21:00:37,96,139,169
2016-11-14_21:00:38,98,139,165
2016-11-14_21:00:39,98,135,159
2016-11-14_21:00:39,98,133,157
2016-11-14_21:00:40,97,135,157
2016-11-14_21:00:41,97,136,161
2016-11-14_21:00:42,97,137,164
2016-11-14_21:00:43,98,140,168
2016-11-14_21:00:44,98,136,166
2016-11-14_21:00:44,97,136,164
2016-11-14_21:00:45,97,136,164
2016-11-14_21:00:46,95,136,168
2016-11-14_21:00:47,95,136,168
2016-11-14_21:00:48,95,136,169
2016-11-14_21:00:49,95,139,171
2016-11-14_21:00:49,95,139,171
2016-11-14_21:00:50,95,139,171
2016-11-14_21:00:51,94,139,172
2016-11-14_21:00:52,94,139,172
2016-11-14_21:00:53,94,139,172
2016-11-14_21:00:54,94,137,169
2016-11-14_21:00:54,94,137,169
2016-11-14_21:00:55,94,137,169
2016-11-14_21:00:56,93,135,161
2016-11-14_21:00:57,93,135,161
2016-11-14_21:00:58,93,135,161
2016-11-14_21:00:58,87,124,148
2016-11-14_21:00:59,77,111,132
2016-11-14_21:01:00,70,103,122
2016-11-14_21:01:01,63,93,109
