time,pm1,pm2.5,pm10,fullserwords
2016-11-13_19:52:20,17,24,34
2016-11-13_19:52:20,17,24,34
2016-11-13_19:52:21,17,23,30
2016-11-13_19:52:22,17,23,30
2016-11-13_19:52:23,17,23,29
2016-11-13_19:52:24,17,24,29
2016-11-13_19:52:25,17,24,29
2016-11-13_19:52:25,17,24,29
2016-11-13_19:52:26,18,24,30
2016-11-13_19:52:27,18,24,30
2016-11-13_19:52:28,18,24,30
2016-11-13_19:52:29,17,24,29
2016-11-13_19:52:30,17,24,29
2016-11-13_19:52:30,17,24,29
2016-11-13_19:52:31,15,23,27
2016-11-13_19:52:32,15,23,27
2016-11-13_19:52:33,15,23,27
2016-11-13_19:52:34,15,22,26
2016-11-13_19:52:35,15,22,26
2016-11-13_19:52:35,15,22,26
2016-11-13_19:52:36,16,22,26
2016-11-13_19:52:37,16,22,26
2016-11-13_19:52:38,16,22,26
2016-11-13_19:52:39,17,23,28
2016-11-13_19:52:40,17,23,28
2016-11-13_19:52:40,17,23,28
2016-11-13_19:52:41,17,23,28
2016-11-13_19:52:42,17,23,28
2016-11-13_19:52:43,17,23,28
2016-11-13_19:52:44,17,23,27
2016-11-13_19:52:45,17,23,27
2016-11-13_19:52:45,17,23,27
2016-11-13_19:52:46,17,24,27
2016-11-13_19:52:47,17,24,27
2016-11-13_19:52:48,17,24,27
2016-11-13_19:52:49,16,23,26
2016-11-13_19:52:50,16,23,26
2016-11-13_19:52:50,16,23,26
2016-11-13_19:52:51,16,23,26
2016-11-13_19:52:52,16,23,26
2016-11-13_19:52:53,16,23,26
2016-11-13_19:52:54,16,23,27
2016-11-13_19:52:54,16,23,27
2016-11-13_19:52:55,16,23,27
2016-11-13_19:52:56,16,23,26
2016-11-13_19:52:57,16,23,26
2016-11-13_19:52:58,16,23,26
2016-11-13_19:52:59,16,23,26
2016-11-13_19:52:59,16,23,26
2016-11-13_19:53:00,16,23,26
2016-11-13_19:53:01,16,23,26
2016-11-13_19:53:02,16,23,26
2016-11-13_19:53:03,16,23,26
2016-11-13_19:53:04,16,24,24
2016-11-13_19:53:05,16,24,24
2016-11-13_19:53:06,16,24,24
2016-11-13_19:53:07,16,24,27
2016-11-13_19:53:07,16,24,27
2016-11-13_19:53:08,16,24,27
2016-11-13_19:53:09,16,24,27
2016-11-13_19:53:10,16,24,27
2016-11-13_19:53:11,16,23,27
2016-11-13_19:53:12,16,23,28
2016-11-13_19:53:12,16,23,28
2016-11-13_19:53:13,16,23,28
2016-11-13_19:53:14,19,27,30
