time,pm1,pm2.5,pm10,fullserwords
2016-11-14_20:28:47,69,105,125
2016-11-14_20:28:48,68,104,127
2016-11-14_20:28:48,71,107,127
2016-11-14_20:28:49,71,104,126
2016-11-14_20:28:50,69,102,123
2016-11-14_20:28:51,69,102,123
2016-11-14_20:28:52,71,102,127
2016-11-14_20:28:53,71,102,127
2016-11-14_20:28:53,70,101,126
2016-11-14_20:28:54,70,105,131
2016-11-14_20:28:55,66,105,131
2016-11-14_20:28:56,68,106,136
2016-11-14_20:28:57,69,106,138
2016-11-14_20:28:58,70,108,138
2016-11-14_20:28:58,69,108,138
2016-11-14_20:28:59,68,105,134
2016-11-14_20:29:00,68,108,135
2016-11-14_20:29:01,70,111,139
2016-11-14_20:29:02,72,112,140
2016-11-14_20:29:03,74,111,136
2016-11-14_20:29:03,77,111,135
2016-11-14_20:29:04,76,111,134
2016-11-14_20:29:05,75,110,132
2016-11-14_20:29:06,75,110,132
2016-11-14_20:29:07,77,110,131
2016-11-14_20:29:08,77,110,131
2016-11-14_20:29:08,76,109,130
2016-11-14_20:29:09,77,113,134
2016-11-14_20:29:10,77,113,134
2016-11-14_20:29:11,77,113,134
2016-11-14_20:29:12,78,114,135
2016-11-14_20:29:13,78,114,135
2016-11-14_20:29:13,78,114,135
2016-11-14_20:29:14,78,114,132
2016-11-14_20:29:15,78,114,132
2016-11-14_20:29:16,78,114,132
2016-11-14_20:29:17,78,114,131
2016-11-14_20:29:18,78,114,130
2016-11-14_20:29:18,78,114,130
2016-11-14_20:29:19,76,112,132
2016-11-14_20:29:20,76,111,130
2016-11-14_20:29:21,76,111,130
2016-11-14_20:29:22,77,115,137
2016-11-14_20:29:23,76,112,137
2016-11-14_20:29:23,75,112,132
2016-11-14_20:29:24,75,112,132
2016-11-14_20:29:25,75,112,138
2016-11-14_20:29:26,76,112,137
2016-11-14_20:29:27,77,112,135
2016-11-14_20:29:28,78,113,144
2016-11-14_20:29:28,78,114,151
2016-11-14_20:29:29,78,115,152
2016-11-14_20:29:30,80,113,146
2016-11-14_20:29:31,81,116,153
2016-11-14_20:29:32,81,118,160
2016-11-14_20:29:33,81,118,159
2016-11-14_20:29:33,81,118,159
2016-11-14_20:29:34,83,121,160
2016-11-14_20:29:35,82,120,160
2016-11-14_20:29:36,82,120,160
2016-11-14_20:29:37,82,123,161
2016-11-14_20:29:38,82,123,161
2016-11-14_20:29:38,82,122,160
2016-11-14_20:29:39,81,120,162
2016-11-14_20:29:40,81,119,162
2016-11-14_20:29:41,80,119,154
2016-11-14_20:29:42,79,118,152
2016-11-14_20:29:43,79,118,151
2016-11-14_20:29:43,76,118,151
2016-11-14_20:29:44,78,115,145
2016-11-14_20:29:45,78,113,141
2016-11-14_20:29:46,78,113,139
2016-11-14_20:29:47,76,111,133
2016-11-14_20:29:48,75,112,130
2016-11-14_20:29:48,78,115,132
2016-11-14_20:29:49,75,113,131
2016-11-14_20:29:50,78,111,131
2016-11-14_20:29:51,78,111,131
2016-11-14_20:29:52,79,113,134
2016-11-14_20:29:53,81,117,139
2016-11-14_20:29:53,81,118,140
2016-11-14_20:29:54,81,118,141
2016-11-14_20:29:55,81,117,141
2016-11-14_20:29:56,82,120,144
2016-11-14_20:29:57,85,121,146
2016-11-14_20:29:58,85,120,146
2016-11-14_20:29:58,88,124,148
2016-11-14_20:29:59,87,127,147
2016-11-14_20:30:00,88,127,141
2016-11-14_20:30:01,87,123,139
2016-11-14_20:30:02,87,123,142
2016-11-14_20:30:03,87,123,142
2016-11-14_20:30:03,87,123,142
2016-11-14_20:30:04,87,125,142
2016-11-14_20:30:05,87,126,142
2016-11-14_20:30:06,87,126,142
2016-11-14_20:30:07,88,126,146
2016-11-14_20:30:08,88,126,146
2016-11-14_20:30:08,88,125,145
2016-11-14_20:30:09,88,126,145
2016-11-14_20:30:10,88,126,145
2016-11-14_20:30:11,87,126,144
2016-11-14_20:30:12,87,124,146
2016-11-14_20:30:13,87,124,146
2016-11-14_20:30:13,87,124,146
2016-11-14_20:30:14,87,124,144
2016-11-14_20:30:15,87,124,144
2016-11-14_20:30:16,87,124,144
2016-11-14_20:30:17,87,122,145
2016-11-14_20:30:18,87,121,144
2016-11-14_20:30:18,87,121,144
2016-11-14_20:30:19,85,117,140
2016-11-14_20:30:20,84,116,140
2016-11-14_20:30:21,84,116,140
2016-11-14_20:30:22,84,119,142
2016-11-14_20:30:23,85,120,144
2016-11-14_20:30:23,84,120,140
2016-11-14_20:30:24,83,120,139
2016-11-14_20:30:25,84,123,142
2016-11-14_20:30:26,84,123,143
2016-11-14_20:30:27,80,120,144
2016-11-14_20:30:28,83,123,149
2016-11-14_20:30:28,83,125,155
2016-11-14_20:30:29,83,125,155
2016-11-14_20:30:30,83,125,155
2016-11-14_20:30:31,83,125,155
2016-11-14_20:30:32,80,122,149
2016-11-14_20:30:33,80,122,149
2016-11-14_20:30:33,80,122,149
2016-11-14_20:30:34,79,119,146
2016-11-14_20:30:35,80,118,144
2016-11-14_20:30:36,80,118,150
2016-11-14_20:30:37,79,117,148
2016-11-14_20:30:38,79,115,147
2016-11-14_20:30:38,80,116,148
2016-11-14_20:30:39,82,117,147
2016-11-14_20:30:40,82,117,145
2016-11-14_20:30:41,82,118,148
2016-11-14_20:30:42,84,118,148
2016-11-14_20:30:43,85,121,149
2016-11-14_20:30:43,86,119,150
2016-11-14_20:30:44,86,119,144
2016-11-14_20:30:45,86,119,144
2016-11-14_20:30:46,86,119,144
2016-11-14_20:30:47,86,116,140
2016-11-14_20:30:48,86,117,142
2016-11-14_20:30:48,85,116,139
